RANGO DE EDAD,ESTRATO SOCIOECONOMICO DE RESIDENCIA,PERTENECE A MINORIA,TIENE DISCAPACIDAD,PAÍS DE DESTINO,NIVEL ACADÉMICO,MODALIDAD,AÑO SELECCIÓN,GÉNERO
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
16 - 20 AÑOS,1,No,No,Rumania,Pregrado,Presencial,2021,Femenino
31 - 35 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,2,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,Canadá,Postgrado,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Femenino
26 - 30 AÑOS,1,Si,No,España,Postgrado,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Postgrado,Presencial,2021,Femenino
26 - 30 AÑOS,1,No,No,España,Postgrado,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,España,Postgrado,Presencial,2021,Femenino
26 - 30 AÑOS,5,No,No,España,Postgrado,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Femenino
26 - 30 AÑOS,5,No,No,España,Postgrado,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Postgrado,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Postgrado,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,España,Postgrado,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Femenino
31 - 35 AÑOS,4,No,No,España,Postgrado,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Postgrado,Presencial,2021,Femenino
26 - 30 AÑOS,5,No,No,España,Postgrado,Presencial,2021,Masculino
26 - 30 AÑOS,5,No,No,España,Postgrado,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,España,Postgrado,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Postgrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2021,Femenino
21 - 25 AÑOS,5,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,1,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,5,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,1,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,Rusia,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,Rusia,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,Rusia,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,Rusia,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Rusia,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,Rusia,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,Rusia,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,2,No,No,Rusia,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,Rusia,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,Rusia,Doctorado,Presencial,2021,Masculino
31 - 35 AÑOS,5,No,No,Rusia,Doctorado,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,Rusia,Doctorado,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Doctorado,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,Rusia,Doctorado,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Doctorado,Presencial,2021,Masculino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,1,No,No,Chile,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,2,No,No,Chile,cursos cortos,Virtual,2021,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2021,Masculino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2021,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2021,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,1,Si,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
36 - MÁS AÑOS,1,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,1,Si,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2021,Masculino
31 - 35 AÑOS,5,No,No,Tailandia,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,2,No,No,India,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,4,No,No,India,cursos cortos,Virtual,2021,Masculino
36 - MÁS AÑOS,5,No,No,India,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,4,No,No,India,cursos cortos,Virtual,2021,Masculino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,4,No,No,Hungría,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Hungría,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,4,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,6,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,4,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,4,No,No,Hungría,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,Hungría,Pregrado,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,Hungría,Pregrado,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2021,Masculino
NA,4,No,No,Colombia,Maestría,Presencial,2021,Femenino
NA,NA,No,No,Colombia,Maestría,Presencial,2021,Femenino
NA,3,Si,No,Colombia,cursos cortos,Presencial,2021,Masculino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,3,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,1,Si,No,Colombia,cursos cortos,Presencial,2021,Masculino
NA,1,No,No,Colombia,cursos cortos,Presencial,2021,Masculino
NA,1,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Masculino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,1,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,1,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Masculino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Masculino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Masculino
NA,3,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Masculino
NA,3,No,No,Colombia,cursos cortos,Presencial,2021,Femenino
NA,2,No,No,Colombia,cursos cortos,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,España,cursos cortos,Virtual,2021,Masculino
26 - 30 AÑOS,3,No,No,España,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,5,No,No,Estados Unidos,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,5,No,No,Estados Unidos,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,2,Si,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,6,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,Si,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,1,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,1,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,5,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,1,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,Si,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,6,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,6,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,1,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,6,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,5,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,5,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,Hungría,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,5,No,No,Hungría,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,Hungría,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,5,No,No,Hungría,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,Hungría,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,Hungría,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,5,No,No,Hungría,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,Hungría,Doctorado,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,Hungría,Doctorado,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Doctorado,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,Hungría,Doctorado,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,2,Si,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,5,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,5,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,5,No,No,Canadá,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,Canadá,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,Chile,otro,Virtual,2021,Masculino
26 - 30 AÑOS,3,No,No,Chile,otro,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,Chile,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
21 - 25 AÑOS,1,Si,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,1,Si,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,1,No,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,3,Si,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,1,No,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,1,No,NA,Colombia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,NA,Colombia,otro,Presencial,2021,Femenino
16 - 20 AÑOS,1,Si,NA,Colombia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Femenino
31 - 35 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Femenino
16 - 20 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Masculino
16 - 20 AÑOS,3,No,NA,Colombia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,NA,Colombia,otro,Presencial,2021,Masculino
